Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Marius Wörl,65,64,46,60,63,63,64,66,63,53.0,45.0,50,44.0,34.0,50,60,58.0,41.0,67,59,41.0,59.0,74,75,62,63,57,63.0,50.0,65.0,66.0,62.0,59,80,59,59,CDM,3,2,Right,178,69,CM,20,Germany,3. Liga,Arminia Bielefeld,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marius-worl/270403,,,,,,M,marius worl,193900.0,,FC Augsburg,2025.0,2500000,10000000,ok_approximatif,False,Marius Wolf,90.9090909090909
Joe Wright,65,38,35,50,54,64,76,41,35,49.0,32.0,44,29.0,32.0,38,54,42.0,29.0,56,53,37.0,58.0,39,51,59,50,66,61.0,76.0,62.0,64.0,62.0,80,68,84,66,CB,3,2,Right,193,82,RB,29,Wales,Scottish Prem,Kilmarnock,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-wright/214682,,,,,,M,joe wright,356396.0,Joe Wright,Kilmarnock FC,2024.0,300000,375000,ok,True,,
Wu Yake,65,67,62,60,62,44,69,45,42,17.0,17.0,45,13.0,14.0,19,42,14.0,12.0,25,17,14.0,13.0,44,53,58,24,57,21.0,18.0,17.0,18.0,13.0,63,20,65,19,GK,3,1,Right,187,85,,33,China PR,CSL,Changchun Yatai,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wu-yake/221964,67.0,62.0,60.0,69.0,62.0,M,wu yake,,,,,,,non_trouve,False,,
Jannes Wulff,65,69,60,62,67,54,69,75,64,61.0,61.0,60,62.0,59.0,52,67,58.0,53.0,63,58,68.0,69.0,55,78,67,67,70,50.0,48.0,51.0,59.0,57.0,65,80,67,61,CAM,4,2,Right,188,79,"CM, LM",25,Germany,3. Liga,VfL Osnabrück,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jannes-wulff/270002,,,,,,M,jannes wulff,381134.0,,SV Darmstadt 98,2016.0,100000,100000,ok_approximatif,False,Johannes Wolff,84.61538461538461
Antal Yaakobishvili,65,66,25,50,54,64,68,65,66,26.0,21.0,40,18.0,24.0,37,46,25.0,23.0,68,62,29.0,50.0,49,42,64,64,48,63.0,65.0,64.0,64.0,61.0,76,60,76,58,CB,5,2,Right,193,86,,20,Hungary,LALIGA EA SPORTS,Girona FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antal-yaakobishvili/279874,,,,,,M,antal yaakobishvili,923915.0,Antal Yaakobishvili,Girona FC,2024.0,500000,500000,ok,True,,
Rihito Yamamoto,65,65,50,58,64,62,61,65,65,41.0,46.0,55,56.0,48.0,43,54,41.0,58.0,68,63,57.0,61.0,72,75,60,67,46,62.0,52.0,60.0,66.0,63.0,59,67,56,65,CDM,3,2,Left,179,73,"CM, LB",22,Japan,1A Pro League,STVV,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rihito-yamamoto/270923,,,,,,M,rihito yamamoto,432403.0,Rihito Yamamoto,Sint-Truidense VV,2025.0,7000000,7000000,ok,False,,
Ye Chugui,65,77,56,59,65,52,64,75,79,60.0,56.0,58,52.0,47.0,59,61,60.0,56.0,61,54,55.0,65.0,78,64,57,64,57,51.0,57.0,55.0,49.0,45.0,69,79,61,53,LM,3,3,Right,180,72,"RM, LW",30,China PR,CSL,Meizhou Hakka FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ye-chugui/226296,,,,,,M,ye chugui,,,,,,,non_trouve,False,,
Yeon Je Woon,65,69,31,51,50,65,73,67,70,32.0,27.0,37,32.0,28.0,42,40,42.0,28.0,62,65,28.0,40.0,60,73,57,55,50,64.0,68.0,62.0,67.0,62.0,76,72,75,68,CB,3,2,Right,185,78,CDM,30,Korea Republic,K League 1,Jeonbuk Hyundai,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yeon-je-woon/234186,,,,,,M,yeon je woon,,,,,,,non_trouve,False,,
Abdullah Yiğiter,65,66,64,61,67,20,63,17,24,,,46,,,18,42,11.0,11.0,24,28,14.0,,32,38,55,10,43,,12.0,22.0,13.0,14.0,39,16,44,24,GK,2,1,Right,189,79,,24,Turkey,Trendyol Süper Lig,Antalyaspor,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdullah-yigiter/237553,66.0,64.0,61.0,63.0,67.0,M,abdullah yigiter,393371.0,Abdullah Yiğiter,Antalyaspor,2025.0,250000,400000,ok,False,,
Kuki Zalazar,65,58,65,66,71,32,36,63,53,60.0,62.0,74,68.0,52.0,69,64,66.0,72.0,70,56,77.0,73.0,76,74,56,72,55,27.0,58.0,29.0,32.0,25.0,48,38,32,40,RM,3,3,Left,177,76,"CM, RW",26,Spain,LALIGA HYPERMOTION,Córdoba CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kuki-zalazar/225738,,,,,,M,kuki zalazar,311696.0,Kuki Zalazar,Real Valladolid CF,2020.0,200000,250000,ok,True,,
Kevin Zeroli,65,68,57,62,70,64,59,69,67,58.0,60.0,56,57.0,52.0,47,62,58.0,46.0,68,63,56.0,71.0,71,69,62,70,64,63.0,61.0,61.0,68.0,63.0,63,67,52,63,CM,3,2,Right,187,70,"CAM, CDM",19,Italy,Serie A Enilive,Milano FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-zeroli/278351,,,,,,M,kevin zeroli,883349.0,Kevin Zeroli,AC Monza,2024.0,2000000,2000000,ok,True,,
Georgiy Zhukov,65,75,57,63,69,58,71,77,74,57.0,60.0,60,54.0,49.0,45,65,62.0,58.0,65,64,55.0,69.0,78,83,63,67,49,63.0,49.0,57.0,58.0,61.0,68,89,69,52,CM,3,3,Right,172,76,CDM,29,Kazakhstan,CSL,Cangzhou FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgiy-zhukov/210870,,,,,,M,georgiy zhukov,235755.0,Georgiy Zhukov,,2025.0,700000,1500000,ok,False,,
Bernhard Zimmermann,65,72,66,56,66,30,78,73,71,65.0,68.0,68,63.0,55.0,64,58,56.0,44.0,60,48,62.0,64.0,78,76,55,66,59,22.0,62.0,31.0,26.0,27.0,80,80,77,75,ST,4,3,Right,179,77,"CAM, RM",22,Austria,Ö. Bundesliga,SK Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bernhard-zimmermann/267864,,,,,,M,bernhard zimmermann,,,,,,,non_trouve,False,,
Diego Živulić,65,60,49,60,53,64,76,60,60,64.0,38.0,64,50.0,52.0,58,57,59.0,50.0,63,64,45.0,51.0,51,54,64,55,56,64.0,69.0,63.0,64.0,64.0,77,73,79,74,CDM,3,2,Right,187,86,CB,32,Croatia,SUPERLIGA,SC Oțelul Galați,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-zivulic/252574,,,,,,M,diego zivulic,148545.0,Diego Zivulic,SC Otelul Galati,2025.0,200000,750000,ok,False,,
Kévin Zohi,65,79,62,61,70,25,59,77,80,63.0,63.0,64,58.0,57.0,68,62,64.0,45.0,64,53,58.0,71.0,82,68,56,70,54,16.0,66.0,19.0,23.0,21.0,76,68,63,32,ST,3,3,Right,177,75,,27,Mali,Ligue 2 BKT,Laval MFC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-zohi/240730,,,,,,M,kevin zohi,524929.0,Kévin Zohi,FC Vizela,2022.0,600000,2000000,ok,True,,
Adam Zreľák,65,51,67,49,62,29,75,48,54,70.0,68.0,68,61.0,66.0,68,43,50.0,41.0,55,42,48.0,58.0,65,69,65,65,66,25.0,64.0,27.0,26.0,19.0,72,65,81,73,ST,4,2,Left,183,80,,30,Slovakia,PKO BP Ekstraklasa,GKS Katowice,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-zrelak/239627,,,,,,M,adam zrelak,261155.0,Adam Zrelak,GKS GieKSa Katowice Spółka Akcyjna,2025.0,250000,1000000,ok,False,,
Dejan Zukić,65,71,60,67,65,35,57,72,70,65.0,56.0,67,61.0,57.0,57,71,64.0,64.0,67,65,66.0,67.0,58,65,58,65,64,27.0,39.0,42.0,28.0,42.0,55,67,57,44,CAM,3,3,Right,182,70,,23,Serbia,Ö. Bundesliga,Wolfsberger AC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dejan-zukic/73288,,,,,,M,dejan zukic,528022.0,Dejan Zukic,Wolfsberger AC,2025.0,3000000,5000000,ok,False,,
Joël Zwarts,65,76,64,51,65,24,73,78,75,64.0,66.0,70,58.0,53.0,60,50,60.0,34.0,54,39,45.0,65.0,68,60,62,66,51,20.0,58.0,18.0,22.0,17.0,81,66,80,63,ST,3,3,Left,190,83,,25,Holland,3. Liga,VfL Osnabrück,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-zwarts/246613,,,,,,M,joel zwarts,457940.0,Joël Zwarts,Feyenoord Rotterdam,2018.0,450000,600000,ok,True,,
Mateusz Żyro,65,71,35,51,52,64,77,70,72,24.0,38.0,33,34.0,31.0,37,46,53.0,31.0,57,47,53.0,45.0,58,58,62,56,62,62.0,63.0,65.0,64.0,62.0,79,78,81,63,CB,3,2,Right,188,85,RB,25,Poland,PKO BP Ekstraklasa,Widzew Łódź,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mateusz-zyro/244891,,,,,,M,mateusz zyro,297234.0,Mateusz Żyro,Widzew Lodz,2025.0,500000,750000,ok,False,,
Haitam Abaida El Achhab,64,80,56,58,68,25,47,83,78,64.0,57.0,52,57.0,51.0,49,56,62.0,38.0,61,52,59.0,69.0,80,81,51,64,55,24.0,38.0,24.0,23.0,26.0,48,45,39,67,LM,3,3,Left,172,70,"RM, CAM, LW",22,Morocco,LALIGA HYPERMOTION,Málaga CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/haitam-abaida-el-achhab/260344,,,,,,M,haitam abaida el achhab,,,,,,,non_trouve,False,,
Mohammed Abbas,64,65,49,61,66,55,54,68,63,61.0,50.0,49,45.0,45.0,39,65,52.0,41.0,68,63,53.0,63.0,73,63,67,68,62,59.0,47.0,51.0,60.0,55.0,51,61,49,59,CM,2,3,Right,174,59,"CDM, CAM",21,United Arab Emirates,United Emirates League,Al Ain FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-abbas/262175,,,,,,M,mohammed abbas,394345.0,,Chievo Verona,2016.0,75000,125000,ok_approximatif,False,Mohamed Rabbas,92.85714285714286
Hakim Abdallah,64,77,62,56,61,36,80,78,76,62.0,60.0,72,57.0,64.0,60,55,55.0,41.0,61,53,45.0,57.0,68,69,58,64,60,34.0,61.0,32.0,36.0,29.0,86,83,85,62,ST,3,2,Right,187,81,RW,26,Madagascar,SUPERLIGA,FC Dinamo 1948,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hakim-abdallah/237666,,,,,,M,hakim abdallah,354338.0,Hakim Abdallah,UTA Arad,2025.0,600000,700000,ok,False,,
Suleiman Abdullahi,64,68,64,56,66,20,71,67,68,68.0,61.0,75,60.0,57.0,66,59,62.0,36.0,60,41,47.0,70.0,65,68,53,62,61,17.0,56.0,14.0,18.0,12.0,76,38,84,76,ST,3,3,Right,185,86,,27,Nigeria,Allsvenskan,IFK Göteborg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/suleiman-abdullahi/227638,,,,,,M,suleiman abdullahi,356118.0,Suleiman Abdullahi,1.FC Union Berlin,2021.0,300000,2000000,ok,True,,
Samuel Abifade,64,84,53,54,68,32,68,82,85,52.0,52.0,59,50.0,42.0,54,56,55.0,37.0,57,47,51.0,69.0,75,77,59,66,47,28.0,33.0,27.0,37.0,36.0,68,69,76,48,LM,4,3,Left,186,84,"ST, LW",24,Germany,3. Liga,SV Waldhof,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-abifade/244188,,,,,,M,samuel abifade,,,,,,,non_trouve,False,,
Asumah Abubakar,64,82,62,57,67,38,64,80,83,61.0,64.0,65,60.0,55.0,51,62,57.0,39.0,58,55,55.0,66.0,78,69,58,67,64,30.0,59.0,42.0,35.0,29.0,73,65,63,65,ST,3,3,Right,183,74,"LM, RM",27,Portugal,CSSL,GC Zürich,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/asumah-abubakar/231014,,,,,,M,asumah abubakar,408438.0,Asumah Abubakar,Brisbane Roar,2024.0,300000,1300000,ok,True,,
Kevin Ackermann,64,60,57,59,62,65,79,61,59,64.0,59.0,56,56.0,49.0,42,62,53.0,38.0,64,62,46.0,61.0,64,74,65,62,61,66.0,62.0,64.0,68.0,62.0,77,74,82,77,CM,3,2,Right,179,83,"LB, CB",23,Sweden,Allsvenskan,Brommapojkarna,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-ackermann/239084,,,,,,M,kevin ackermann,495438.0,Kevin Ackermann,Idrottsföreningen  Brommapojkarna,2025.0,700000,700000,ok,False,,
Diego Acosta,64,64,68,43,68,24,50,62,65,66.0,72.0,70,60.0,58.0,62,57,41.0,45.0,39,28,60.0,68.0,60,78,60,70,62,20.0,60.0,21.0,21.0,18.0,52,59,40,62,ST,3,2,Right,174,73,,21,Paraguay,Sudamericana,Sportivo Luqueño,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-acosta/70172,,,,,,M,diego acosta,661241.0,Diego Acosta,FC Orenburg,2022.0,50000,50000,ok,True,,
Abdulfatah Adam,64,76,63,48,64,19,61,79,74,66.0,66.0,66,57.0,58.0,53,52,41.0,37.0,57,34,42.0,62.0,75,64,53,65,57,16.0,62.0,16.0,11.0,11.0,85,60,67,43,ST,4,2,Right,180,68,,29,Saudi Arabia,ROSHN Saudi League,Al Taawoun,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulfatah-adam/242312,,,,,,M,abdulfatah adam,265966.0,,Al-Taawoun Football Club,2025.0,,,ok_approximatif,False,Abdulfattah Adam,96.7741935483871
Tayo Adaramola,64,82,50,52,64,59,59,85,80,58.0,48.0,55,47.0,43.0,49,46,65.0,39.0,53,49,41.0,68.0,73,67,62,58,51,58.0,48.0,55.0,65.0,62.0,63,59,54,69,LB,3,2,Left,177,69,LM,20,Republic of Ireland,EFL League One,Stockport,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tayo-adaramola/267476,,,,,,M,tayo adaramola,724529.0,Tayo Adaramola,Crystal Palace,2023.0,800000,1500000,ok,True,,
Jonas Adjetey,64,70,23,43,45,64,65,72,69,25.0,21.0,32,16.0,21.0,37,34,23.0,24.0,64,44,28.0,26.0,69,52,66,61,44,63.0,51.0,67.0,67.0,63.0,68,63,70,56,CB,2,2,Right,188,78,,20,Ghana,CSSL,FC Basel 1893,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-adjetey/276634,,,,,,M,jonas adjetey,734676.0,Jonas Adjetey,FC Basel 1893,2025.0,6000000,8000000,ok,False,,
Albert Adomah,64,65,61,63,65,61,57,67,63,66.0,57.0,69,59.0,58.0,68,66,65.0,53.0,64,60,63.0,65.0,65,62,62,66,70,62.0,51.0,61.0,66.0,53.0,61,49,60,57,RM,3,3,Right,185,74,"RB, RW",36,Ghana,EFL League Two,Walsall,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/albert-adomah/186783,,,,,,M,albert adomah,83430.0,Albert Adomah,Middlesbrough FC,2016.0,250000,5000000,ok,True,,
Sergio Adrián,64,69,55,60,65,60,71,66,71,60.0,51.0,60,61.0,54.0,40,62,50.0,57.0,65,63,58.0,65.0,70,66,70,62,67,62.0,58.0,58.0,62.0,58.0,67,83,66,71,CM,3,2,Right,172,70,"CDM, CAM",28,Bolivia,Sudamericana,Wilstermann,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergio-adrian/254357,,,,,,M,sergio adrian,562058.0,,Legia Warszawa,2024.0,500000,500000,ok_approximatif,False,Sergio Barcia,84.61538461538461
Adnan Aganović,64,57,59,69,64,46,66,60,54,62.0,54.0,70,59.0,54.0,54,69,66.0,67.0,72,69,68.0,64.0,56,70,60,67,61,43.0,60.0,42.0,48.0,43.0,66,65,62,78,CM,3,3,Right,180,76,LM,36,Croatia,SUPERLIGA,Unirea Slobozia,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adnan-aganovic/258025,,,,,,M,adnan aganovic,50806.0,Adnan Aganovic,AFC Unirea 04 Slobozia,2025.0,300000,800000,ok,False,,
Dan Agyei,64,81,61,52,65,34,76,79,83,64.0,62.0,62,59.0,56.0,63,59,51.0,42.0,53,41,58.0,63.0,74,72,58,64,62,27.0,62.0,29.0,34.0,31.0,83,76,79,68,ST,3,3,Left,183,77,LM,27,England,EFL League One,Leyton Orient,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dan-agyei/228382,,,,,,M,dan agyei,367195.0,Dan Agyei,Kocaelispor,2025.0,1200000,1200000,ok,False,,
Ali Ahmed,64,75,55,60,66,61,63,75,75,62.0,57.0,59,51.0,52.0,39,61,53.0,30.0,66,63,56.0,66.0,65,69,60,67,65,64.0,48.0,59.0,65.0,62.0,64,67,62,59,CM,2,3,Right,180,70,RM,23,Canada,MLS,Whitecaps FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-ahmed/272604,,,,,,M,ali ahmed,995642.0,Ali Ahmed,Norwich City,2025.0,,,ok,False,,
Ange Ahoussou,64,61,33,40,51,64,67,60,62,28.0,28.0,49,30.0,30.0,38,31,30.0,29.0,52,41,30.0,46.0,55,54,56,55,52,59.0,69.0,60.0,68.0,65.0,73,58,72,63,CB,3,2,Left,188,75,,20,Côte d'Ivoire,Ligue 2 BKT,Pau FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ange-ahoussou/266543,,,,,,M,ange ahoussou,847257.0,Ange Ahoussou,Rapid Vienna,2025.0,2500000,2500000,ok,False,,
Jack Aitchison,64,82,60,60,65,26,47,81,82,64.0,60.0,62,58.0,55.0,58,62,53.0,57.0,63,58,60.0,63.0,80,73,64,64,61,26.0,57.0,29.0,16.0,14.0,60,64,42,35,CAM,3,3,Right,180,70,ST,24,Scotland,EFL League One,Exeter City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-aitchison/234099,,,,,,M,jack aitchison,344589.0,Jack Aitchison,Motherwell FC,2022.0,200000,200000,ok,True,,
Arda Akbulut,64,66,61,59,68,33,65,33,34,,,44,11.0,,22,38,,16.0,23,27,12.0,13.0,32,33,46,14,47,,13.0,15.0,11.0,,57,27,63,22,GK,3,1,Left,195,82,,23,Turkey,Trendyol Süper Lig,Trabzonspor,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arda-akbulut/240809,66.0,61.0,59.0,65.0,68.0,M,arda akbulut,347383.0,Arda Akbulut,Trabzonspor,2021.0,100000,300000,ok,True,,
Ahmed Al Ghamdi,64,83,59,55,69,41,58,84,83,53.0,59.0,65,65.0,47.0,35,58,47.0,43.0,60,56,50.0,70.0,83,66,58,67,54,41.0,45.0,38.0,42.0,45.0,65,59,58,56,LM,4,3,Right,177,70,"RM, LW",22,Saudi Arabia,ROSHN Saudi League,Al Ittihad,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ahmed-al-ghamdi/259426,,,,,,M,ahmed al ghamdi,671043.0,,Al-Ittihad Football Club,2025.0,500000,650000,ok_approximatif,False,Ahmed Al-Ghamdi,96.55172413793103
Abdullah Al Hafith,64,32,36,50,45,64,74,31,32,30.0,34.0,37,39.0,40.0,42,42,36.0,34.0,63,61,33.0,35.0,61,37,56,51,55,63.0,64.0,63.0,65.0,61.0,65,69,78,72,CB,3,2,Right,187,80,,31,Saudi Arabia,ROSHN Saudi League,Al Wehda,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdullah-al-hafith/207716,,,,,,M,abdullah al hafith,193151.0,,Al-Khaleej Club (Saihat),2025.0,150000,750000,ok_approximatif,False,Abdullah Al-Hafith,97.14285714285714
Nader Al Sharari,64,71,25,47,43,64,73,61,79,32.0,21.0,38,15.0,26.0,33,36,41.0,28.0,60,55,21.0,31.0,54,59,58,50,49,62.0,56.0,65.0,67.0,63.0,80,70,78,60,CB,3,2,Right,181,80,RB,28,Saudi Arabia,ROSHN Saudi League,Al Shabab,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nader-al-sharari/255837,,,,,,M,nader al sharari,364773.0,,Al-Nassr Football Club,2025.0,350000,450000,ok_approximatif,False,Nader Al-Sharari,96.7741935483871
Francisco Alarcón,64,44,30,37,39,62,79,42,46,40.0,24.0,48,21.0,30.0,38,33,30.0,15.0,45,42,26.0,38.0,34,34,54,39,49,57.0,69.0,61.0,65.0,61.0,73,68,85,80,CB,2,2,Right,189,85,CM,34,Chile,Libertadores,Cobresal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francisco-alarcon/214961,,,,,,M,francisco alarcon,852760.0,,Asociación Atlética Estudiantes,2025.0,50000,175000,ok_approximatif,False,Francisco Galván,84.84848484848484
Agustín Albarracín,64,65,67,59,65,40,50,62,67,63.0,69.0,68,62.0,65.0,64,58,68.0,47.0,57,53,63.0,67.0,75,68,56,61,55,44.0,55.0,49.0,26.0,27.0,55,67,49,32,LW,2,3,Left,176,69,"RW, CAM, LM",19,Uruguay,Sudamericana,Wanderers,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/agustin-albarracin/71730,,,,,,M,agustin albarracin,1104206.0,Agustín Albarracín,Cagliari Calcio,2025.0,2300000,2300000,ok,False,,
Tom Aldred,64,36,35,45,46,62,82,32,39,38.0,29.0,50,31.0,30.0,40,40,33.0,29.0,55,51,32.0,44.0,38,55,61,45,56,60.0,62.0,63.0,62.0,60.0,69,79,88,74,CB,2,2,Right,188,84,,34,Scotland,ISL,Mohun Bagan SG,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tom-aldred/190962,,,,,,M,tom aldred,95076.0,Tom Aldred,Motherwell FC,2018.0,450000,500000,ok,True,,
Kerim Alıcı,64,72,49,58,63,63,62,71,73,57.0,50.0,52,47.0,35.0,46,53,61.0,34.0,62,60,63.0,63.0,72,67,52,62,60,62.0,57.0,63.0,65.0,61.0,60,63,61,64,RB,2,2,Right,183,73,,27,Turkey,Trendyol Süper Lig,Hatayspor,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kerim-al-c/259164,,,,,,M,kerim alc,341646.0,Kerim Alıcı,Hatayspor,2024.0,200000,600000,ok,True,,
Noah Allen,64,78,40,53,61,61,64,79,78,43.0,29.0,54,54.0,32.0,33,47,64.0,59.0,51,50,59.0,63.0,69,71,50,58,45,55.0,58.0,64.0,62.0,63.0,73,63,65,60,LB,2,2,Left,175,66,CB,20,United States,MLS,Inter Miami CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noah-allen/267872,,,,,,M,noah allen,819603.0,Noah Allen,Club Internacional de Fútbol Miami,2025.0,2000000,2000000,ok,False,,
Gustavo Almada,64,62,64,61,63,21,64,21,22,,,46,,,18,26,13.0,13.0,29,23,10.0,10.0,34,48,60,19,38,,12.0,,14.0,14.0,50,17,58,25,GK,2,1,Right,182,76,,30,Paraguay,Sudamericana,Universitario,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustavo-almada/70216,62.0,64.0,61.0,64.0,63.0,M,gustavo almada,752560.0,,Sport Club do Recife,2024.0,,,ok_approximatif,False,Gustavo Maia,84.61538461538461
Romeo Amane,64,80,53,61,70,57,67,82,79,58.0,54.0,61,48.0,38.0,40,62,60.0,37.0,66,62,45.0,69.0,82,85,62,67,66,64.0,44.0,59.0,56.0,54.0,64,82,61,64,CM,3,3,Right,169,72,,21,Côte d'Ivoire,Allsvenskan,BK Häcken,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/romeo-amane/265738,,,,,,M,romeo amane,961937.0,Romeo Amane,Rapid Vienna,2025.0,5000000,5000000,ok,False,,
Mustafa Amini,64,54,59,61,67,56,68,62,48,64.0,56.0,68,61.0,56.0,45,64,53.0,45.0,67,63,51.0,65.0,78,74,63,67,64,58.0,45.0,57.0,58.0,52.0,62,63,71,68,CM,4,3,Right,173,71,CDM,31,Australia,A-League,Perth Glory,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mustafa-amini/199002,,,,,,M,mustafa amini,138091.0,Mustafa Amini,Aarhus GF,2019.0,300000,700000,ok,True,,
Ben Amos,64,63,65,67,62,46,62,47,45,14.0,13.0,50,15.0,13.0,11,58,14.0,11.0,40,45,13.0,14.0,49,50,58,23,55,23.0,15.0,17.0,11.0,12.0,62,28,62,28,GK,3,1,Right,193,70,,34,England,EFL League Two,Port Vale,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-amos/173531,63.0,65.0,67.0,62.0,62.0,M,ben amos,73472.0,Ben Amos,Manchester United,2014.0,300000,1000000,ok,True,,
Youssef Amyn,64,74,59,57,71,40,43,83,67,58.0,58.0,66,60.0,54.0,46,60,55.0,45.0,62,48,55.0,70.0,90,90,63,68,52,42.0,31.0,42.0,39.0,41.0,52,66,32,39,CAM,3,4,Right,172,68,LM,21,Iraq,ROSHN Saudi League,Al Wehda,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-amyn/261435,,,,,,M,youssef amyn,684307.0,Youssef Amyn,,2025.0,550000,700000,ok,False,,
Costin Amzăr,64,91,42,52,64,54,68,93,90,57.0,44.0,43,37.0,23.0,40,45,55.0,35.0,59,48,40.0,62.0,89,90,57,57,55,56.0,40.0,51.0,60.0,58.0,63,82,56,84,LB,3,2,Left,170,64,LM,21,Romania,SUPERLIGA,FC Dinamo 1948,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/costin-amzar/258421,,,,,,M,costin amzar,44714.0,,Iraklis Thessaloniki,2015.0,50000,2750000,ok_approximatif,False,Costin Lazar,91.66666666666666
Joseph Anang,64,64,62,64,63,33,64,34,32,,,48,,,15,63,13.0,12.0,27,19,12.0,13.0,31,50,57,10,37,12.0,11.0,12.0,12.0,10.0,53,25,55,30,GK,2,1,Right,190,72,,24,England,SSE Airtricity PD,St. Pats,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joseph-anang/244191,64.0,62.0,64.0,64.0,63.0,M,joseph anang,576099.0,Joseph Anang,,2025.0,350000,350000,ok,False,,
Eirik Ulland Andersen,64,63,64,66,64,34,55,62,64,64.0,61.0,71,69.0,50.0,60,65,66.0,71.0,65,66,73.0,63.0,65,67,65,65,63,31.0,52.0,36.0,30.0,29.0,58,61,57,41,LW,2,3,Right,182,73,"CAM, RW, LM",31,Norway,Eliteserien,Strømsgodset IF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eirik-ulland-andersen/203368,,,,,,M,eirik ulland andersen,,,,,,,non_trouve,False,,
Bruce Anderson,64,77,64,51,64,19,62,80,75,62.0,64.0,70,61.0,63.0,62,53,49.0,44.0,57,36,62.0,62.0,75,65,63,63,59,14.0,62.0,16.0,12.0,14.0,75,65,62,55,ST,3,3,Right,177,77,,25,Scotland,Scottish Prem,Kilmarnock,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruce-anderson/245174,,,,,,M,bruce anderson,382096.0,Bruce Anderson,Kilmarnock FC,2025.0,300000,600000,ok,False,,
